User Query,Answer,Mistral_Prompt,Mistral_Faithfulness,Mistral_Answer_Relevancy,Mistral_Precision,Mistral_Recall,Llama2_Prompt,llama2_Faithfulness,L2_Answer_Relevancy,Llama2_Precision,Llama2_Recall
How long is the maximum amount of a computer loan at NTUC-ARU?,2 years," Based on the provided context, NTUC ARU bears the interest for a Study Loan up to a repayment period of 5 years (4.5). An employee can apply for sponsorship of the interest on a Study Loan to pursue formal qualifications (4.1). However, if an employee goes on No Pay Leave during the loan period, NTUC ARU will not bear the interest (4.7). The context does not specify the maximum amount of a computer loan at NTUC-ARU.",0.75,0.6690800428390503,0.2548708915710449,0.0,"I apologize, but I don't know the answer to your question as it is not provided in the context you retrieved. The context only mentions the repayment period for the Study Loan and the interest bearing responsibility of NTUC ARU up to 5 years. It does not provide information on the maximum amount of a computer loan at NTUC-ARU.",0.3333333333333333,0.7623883366584778,0.25428152084350586,0.0
How will the loan be repaid?,monthly deduction," The loan interest will be automatically reimbursed into the employee's salary account upon verification of the bank statement. (from the first sentence)
There is no mention of repayment method other than interest reimbursement in the provided context. (based on the given text)
Therefore, it seems that the computer loan does not require any additional repayment efforts from the employee. (assumption based on the information given)",0.25,0.4918148279190063,0.0029676409903913736,0.0,"Thank you for providing the context. Based on the information retrieved, the loan will be repaid through the reimbursement of interest into the employee's salary account upon verification of the bank statement.",0.5,0.48922193348407744,0.003794471500441432,0.0
What type of leave are staff eligible for per calendar year of service?,annual leave," Staff are eligible for 14 working days of annual leave if they have less than 10 years of service, 18 working days if they have 10 years or more, and 21 working days if they are in Grade N4 or above. (Reference: 1.1) Additionally, staff may be eligible for up to 15 days of Family Care Leave per calendar year, which includes Childcare Leave (unconditional or conditional) and Eldercare Leave (conditional). (Reference: 13.1)",0.6666666666666666,0.6344416499137878,0.11924486607313156,0.0,"Based on the context provided, staff are eligible for the following types of leave per calendar year of service:

* Annual leave: Staff with less than 10 years of service are eligible for 14 working days, while staff with 10 years or more of service are eligible for 18 working days.
* Family Care Leave: Staff are eligible for up to 15 days of Family Care Leave per calendar year, which comprises Childcare Leave (unconditional and conditional), and Eldercare Leave (conditional).

It is important to note that the leave entitlements may vary depending on the staff's length of service and other factors.",0.6666666666666666,0.659817465714046,0.11893867701292038,0.0
On what basis will staff who join NTUC-ARU continue to enjoy their existing annual leave entitlement?,personal-to-holder, Staff who join NTUC-ARU before 1 April 2005 will continue to enjoy their existing annual leave entitlement on a personal basis. (Sentence from context 1.2),0.5,0.7488621592521667,0.22281619906425476,0.0,"According to the context provided, staff who joined NTUC ARU before April 1, 2005 will continue to enjoy their existing annual leave entitlement on a personal holder basis. This means that they will retain their existing annual leave entitlement even after joining NTUC ARU.",0.5,0.70433534309268,0.2237960398197174,0.0
What can unused leave be done as accumulated leave?,carried forward to the following year, Unused annual leave can be carried forward to the next year as accumulated leave for future use. (Sentence 1.4),0.5,0.6527953326702118,0.18871788680553436,0.0,"According to the context provided, unused annual leave can be carried forward to the following year as accumulated leave. This means that if an employee does not use all of their annual leave in a given year, they can save it for future use as accumulated leave.",0.5,0.7132410645484925,0.19196996092796326,0.0
What is required to take a half day of leave at NTUC-ARU?,the approval of the Reporting Officer," To answer your question, here are three sentences based on the provided context:

1. Staff members at NTUC ARU are entitled to different amounts of annual leave depending on their grade and years of service.
2. Those retiring from NTUC ARU can take all their annual leave immediately before retirement.
3. To take a half day of leave for official trips, staff need to follow the procedures at NTUC-ARU. (However, the context does not provide specific information on this.)",0.0,0.5963864088058471,0.20538972318172455,0.0,"Based on the retrieved context, to take a half day of leave at NTUC-ARU, you must:

1. Be a staff member of NTUC ARU.
2. Have at least 12 months of continuous service at NTUC ARU.
3. Meet the criteria for long term illness leave as outlined in section 7.2.",0.16666666666666666,0.5814817447215319,0.2032303661108017,0.0
How long is a staff required to work on a half day leave?,4 hours 15 minutes," A staff member is required to work for 4 hours 15 minutes during a half day leave. (first sentence)
Half day Family Care Leave can be applied for by staff members. (third sentence)
Therefore, the staff member would need to make up for the missed hours on their half day leave.",0.3333333333333333,0.014212198555469513,0.18796762824058533,0.0,"Based on the context provided, a staff is required to work for 4 hours and 15 minutes on a half-day leave. This is calculated by subtracting 4 hours and 15 minutes from an 8-hour workday, which is 8 hours and 30 minutes.",0.5,0.6915324926376343,0.19464954733848572,0.0
What happens when a staff resigns?,he will be required to refund all annual leave taken in excess of his earned entitlement," When a staff member resigns, they are eligible for annual leave up to their last day of service (3.1). However, they will need to refund any annual leave taken in excess of their earned entitlement (3.3). The employment of confirmed staff can be terminated by giving written notice (3.2).",0.6666666666666666,0.0064333371818065645,-0.01296063233166933,0.0,"When a staff member resigns, they are eligible for annual leave calculated up to their last day of service. If they have taken more annual leave than their earned entitlement, they will be required to refund the excess leave. The employment of the staff member may also be terminated by either party giving written notice to the other.",0.6666666666666666,0.7422598123550415,-0.011421984992921352,0.0
What can a staff do if they are unable to clear their annual leave balance due to exigencies of service?,encash," If a staff is unable to clear his annual leave balance due to exigencies of service, he will be allowed to encash them as per the company policy mentioned in sentence 3.4.",1.0,0.5654452089220285,0.42392340302467346,0.19186046511627908,"If a staff is unable to clear their annual leave balance due to exigencies of service, they will be allowed to encash their leave balance. This means that the staff can receive payment for their unused annual leave.",0.5,0.7149798631668091,0.4200008511543274,0.17674418604651163
What happens to a staff who is unable to clear their annual leave balance due to exigencies of service by NTUC-ARU?,termination of service," If a staff member is unable to clear their annual leave balance due to exigencies of service with NTUC ARU, they will be allowed to encash the leaves. (Reference: sentence 3.4)",0.5,0.772382378578186,0.10488596558570862,0.0,"If a staff member is unable to clear their annual leave balance due to exigencies of service at NTUC ARU, they will be allowed to encash them. This means that the staff member will receive payment for the unused portion of their annual leave balance.",0.5,0.7186688542366028,0.10199881345033646,0.0
What will a staff who is retiring from NTUC-ARU be allowed to do?,take all the annual leave due to him immediately before the date of retirement," A staff member retiring from NTUC ARU is allowed to take all their annual leave immediately before retirement (5.1). For those not meeting the reemployment eligibility but wishing to continue working, NTUC ARU offers outplacement assistance and discusses possible reemployment prospects and required training (2.5-2.6). Eligible retiring staff are offered a renewable yearly contract till age 65 (2.7).",0.3333333333333333,0.7804045438766479,0.059144746512174606,0.0,"Based on the retrieved context, a staff who is retiring from NTUC ARU will be allowed to take all their annual leave due before the date of retirement and will also be offered outplacement assistance if they wish to continue working beyond the retirement age. Additionally, NTUC ARU will offer a renewable year-by-year contract at least until the staff turns 65, as long as they continue to meet the eligibility criteria for reemployment.",1.0,0.6592676520347596,0.05975298210978508,0.0
How many working days in a calendar year is NTUC-ARU entitled to paid Outpatient Medical Leave?,14, I cannot directly answer that question as the context provided does not mention the number of working days for paid outpatient medical leave at NTUC ARU. The context only discusses annual leave entitlements and eligibility criteria for long-term illness leave.,0.0,0.7248953998088836,0.45658645033836365,0.30268199233716475,"Based on the retrieved context, NTUC-ARU is entitled to 21 working days of paid Outpatient Medical Leave per calendar year.",0.0,0.7996340155601501,0.4511318802833557,0.2682926829268293
What is the maximum amount of hospitalisation leave a staff may receive?,60, The maximum amount of hospitalisation leave a staff may receive is 60 days in each calendar year. (Reference: 6.2),0.0,-0.05478186905384064,0.3026588559150696,0.017391304347826087,"According to the context provided, the maximum amount of hospitalization leave a staff may receive is 60 days in each calendar year.",0.0,0.7397555708885193,0.29298603534698486,0.007575757575757576
What is a staff who is certified to be suffering from long term illnesses entitled to?,long term sick leave," A staff member certified to be suffering from long-term illnesses is entitled to full pay for the first 6 months, half pay for the second 6 months, and no pay for the third 6 months of leave. (Reference: 7.1)

To be eligible for this benefit, they must have at least 12 months of continuous service at NTUC ARU. (Reference: 7.2)",0.3333333333333333,0.22817554883658886,0.040524087846279144,0.0,"Based on the context provided, a staff who is certified to be suffering from long term illnesses is entitled to long term sick leave. The leave entitlements are as follows:

* The first 6 months on full pay
* The second 6 months on half pay
* The third 6 months on no pay

This applies to staff who have exhausted their Long Term Illness Leave and meet the eligibility criteria outlined in paragraph 7.2.",0.5,0.5406347990036011,0.04056985676288605,0.0
How long of continuous service does a staff have at NTUC-ARU?,12 months," To be eligible for long-term illness leave, a staff member must have at least 12 months of continuous service at NTUC ARU (criteria i). For maternity benefit, a female staff member needs at least 90 days of continuous service immediately preceding childbirth (criterion b of section 7.2 and 10.1). Therefore, the length of continuous service at NTUC-ARU for these benefits is at least 90 days and 12 months respectively.",0.6666666666666666,0.5764723047614098,0.17343279719352722,0.0,"Based on the retrieved context, a staff at NTUC ARU needs to have at least 90 days of continuous service to be eligible for maternity benefit.",1.0,0.3219296827912331,0.17163598537445068,0.0
What must a staff have done to be eligible for long term illness leave?,exhausted all the annual and medical leave," To be eligible for long term illness leave at NTUC ARU, a staff member must have at least 12 months of continuous service. This rule also applies to those who have already exhausted their long term illness leave. (From context: 7.2)

A staff member becomes entitled to long term sick leave due to a confirmed long term illness, such as cancer or tuberculosis, recommended by a registered medical doctor. The first 6 months are paid in full, the second 6 months are paid half, and the third 6 months are unpaid. (From context: 7.1)

There is a separate leave option for staff with children exceeding 12 years old who have special needs or long term illnesses called Conditional Childcare Leave. Eligibility for long term illness leave and Conditional Childcare Leave are different. (Additional information from context: 13.9)",0.2857142857142857,0.7312372326850891,0.07785364985466003,0.0,"To be eligible for long term illness leave, a staff member must have at least 12 months of continuous service at NTUC ARU and be certified by a registered medical doctor as suffering from a long-term illness such as cancer, stroke, tuberculosis, or hepatitis.",0.0,0.7270428717136384,0.07578858733177185,0.0
"What will be excluded from the computation for the award of Annual Wage Supplement, Variable Bonuses, Performance Bonus and Variable Increment?",The period of no-pay leave," Based on the provided context, there is no explicit information given about what will be excluded from the computation for the award of Annual Wage Supplement, Variable Bonuses, Performance Bonus, and Variable Increment at Adobe. Therefore, I cannot provide a definitive answer with three sentences maximum.",0.0,0.5863170146942138,0.07499964535236359,0.0,"Based on the retrieved context, it appears that the computation for the award of Annual Wage Supplement, Variable Bonuses, Performance Bonus, and Variable Increment will exclude certain items. According to the provided links, performance management is an important part of Adobe's success, and the company has a performance review process in place. However, the context does not provide specific information on what will be excluded from the computation for these awards. Therefore, I cannot provide a definitive answer to your question.",1.0,0.5079109579324722,0.07632172852754593,0.0
Why will NTUC-ARU board out staff?,poor health," If a staff member's health condition is not expected to improve after medical review, according to the context provided, NTUC ARU may choose to medically board out that staff member, which is a termination of service due to poor health. (Reference: 9.2)

Counter service jobs at NTUC ARU refer to positions where staff are required to provide services directly to customers or clients. (Reference: 9.1)

Therefore, if a staff member's health condition prevents them from performing their counter service duties effectively, it may be in the best interest of both parties for the employee to be medically boarded out.",0.6666666666666666,0.469405023753643,0.17059531807899475,0.0,"According to the context, NTUC-ARU will medically board out staff if they are not likely to recover from their illness after going through a medical review. This means that the staff member's health is no longer suitable for continued employment, and termination of service is necessary.",0.5,0.3460587300360203,0.17078112065792084,0.0
How many times can a staff member claim marriage leave?,once," A confirmed staff member is eligible for up to 7 working days of marriage leave (10.1). The text does not provide information on how many times a staff member can claim this leave in total. Therefore, the number of claims depends on the specific circumstances and availability of the leave within the policy.",0.3333333333333333,0.6613199912011624,0.3937614858150482,0.20064724919093851,"Based on the context provided, a staff member is eligible for up to a maximum of 7 working days of marriage leave. This means that a staff member can claim marriage leave up to 7 times during their career.",0.5,0.6322457790374756,0.38816899061203003,0.2
How many weeks of maternity leave can be taken flexibly over a period of 12 months?,8 weeks," According to policy 11.2, a female staff member can take the last 8 weeks of maternity leave flexibly within a year from the date of confinement. Therefore, she can take up to 12 weeks of maternity leave in total over a period of 12 months. (Sentence limit reached)",0.6666666666666666,0.13133254763670266,0.13771742582321167,0.0,"According to the context, the last 8 weeks of maternity leave can be taken flexibly over a period of 12 months from the date of confinement, subject to mutual agreement between the staff and the Reporting Officer. Therefore, the answer is 8 weeks.",0.5,0.8056354284286499,0.13804547488689423,0.0
What nationality is a child adopted at NTUC-ARU?,Singaporean," To be eligible for an adoption leave at NTUC ARU, the adopted child must be a Singapore citizen or obtain citizenship within 6 months of the Adoption Order being granted, and the female staff has worked there for a continuous duration of at least 90 calendar days before the start date of the leave. Therefore, the nationality of a child adopted at NTUC-ARU is required to be Singaporean based on the provided criteria.",0.5,0.5872361149106707,0.2494915872812271,0.0,"Based on the retrieved context, if the child is adopted at NTUC-ARU, then the child is a Singapore citizen. This is stated in criterion (a) of the adoption leave policy, which requires that the adopted child be a Singapore citizen or become one within 6 months of the Adoption Order being granted. Therefore, the answer to the question is: Singapore citizen.",0.3333333333333333,0.43583944588899615,0.24704991281032562,0.0
All confirmed married male staff shall be eligible for how many working days paternity leave for their first 4 living children?,3 working days paternity leave," Based on the provided context, all confirmed married male staff are eligible for 3 working days of paternity leave for each of their first 4 living children. Therefore, the total number of working days is 3 days per child * 4 children = 12 working days. However, according to another policy, Adobe also provides an additional 5 business days of paternity leave. So in total, a father can take up to 17 working days (12 from the first policy and 5 from the second policy) for the birth or adoption of each child.",0.5,0.6435620903968811,-0.006904750131070614,0.0,"According to the context provided, all confirmed married male staff are eligible for 3 working days of paternity leave for their first 4 living children.",0.0,0.7465892136096954,-0.01222956832498312,0.0
What does not constitute dismissal without cause?,non-confirmation," Based on the provided context, absence without authorization or reasonable cause does not constitute dismissal without cause as stated in 3.1 and 13 of the Procedure for Dismissal.",0.0,0.6334871515631676,0.18968255817890167,0.0,"Absence without authority or reasonable cause does not constitute dismissal without cause. According to the context provided, a staff may not be absent from any duty without authority or reasonable cause. Additionally, the procedure for dismissal outlined in the document states that termination of service or dismissal can only be made after an investigation and determination by the Investigation Officer or Head of Department Executive Secretary of Industrial Union. Therefore, any decision to dismiss an employee without a valid reason will not be considered a legitimate grounds for dismissal.",0.25,0.6553025007247925,0.18943123519420624,0.0
How many days of Family Care Leave are staff eligible for per calendar year?,15," Based on the provided context, staff are eligible for up to 15 days of Family Care Leave per calendar year. This includes 6 days of Unconditional Childcare Leave and up to 5 working days of Eldercare Leave. Therefore, a staff member can take a total of 11 days of Family Care Leave specifically for childcare or eldercare purposes each year.",0.6666666666666666,0.7036456525325775,0.4086560308933258,0.18128654970760233,"Based on the context provided, staff are eligible for up to 15 days of Family Care Leave per calendar year.",0.0,0.6647120714187622,0.41006121039390564,0.18691588785046728
How many days of childcare leave does a staff member have when a child turns 7?,6," A staff member is entitled to 6 days of unconditional childcare leave per year, and additionally, they are entitled to 5 days of conditional childcare leave per child, capped at a total of 15 days per calendar year. When a child turns 7 in 2016, the staff member would have used up their 6 days of unconditional childcare leave for that year. Therefore, they would be entitled to an additional 5 days of conditional childcare leave for that child. So, in total, a staff member would have 11 days of childcare leave when a child turns 7.",1.0,0.7618235290050507,0.3867534399032593,0.0595903165735568,"Based on the context provided, a staff member is entitled to 6 days of childcare leave when their child turns 7 years old. This is stated in the passage as follows: ""In 2016 when the child turns 7 years old, the staff is also entitled to 6 days of childcare leave.""",1.0,0.04288323894143105,0.3831952214241028,0.05660377358490566
What is not required to do to be eligible for 6 days of childcare leave?,consume all 6 days before the child's 7th birthday on 1 June 2016," To be eligible for 6 days of unconditional childcare leave, there is no requirement to provide a medical certificate for a child or to be confirmed in service.",0.0,0.7363978922367096,0.0832233801484108,0.0,"To be eligible for 6 days of unconditional childcare leave, it is not necessary to fulfill any specific criteria as stated in the context. The staff member is entitled to 6 days of childcare leave per calendar year, regardless of the number of eligible children they have.",0.5,0.6674047470092773,0.07883397489786148,0.0
How many working days of Eldercare leave can a staff member apply for per calendar year?,5 working days," Based on the provided context, a staff member is eligible for up to 5 working days of Eldercare Leave per calendar year. (Reference: 13.11)",0.5,0.6909823045134544,0.11769237369298935,0.0,"According to the context provided, a staff member is eligible for up to a maximum of 5 working days of Eldercare Leave per calendar year to accompany their parents, in-laws, grandparents, or to care for them in the event of hospitalization. Therefore, the answer is 5 working days.",0.5,0.5967911705374718,0.11879328638315201,0.0
How are applications for Family Care Leave submitted?,via the e-Leave System," Applications for Family Care Leave must be submitted via the e Leave System to the Reporting Officer for approval (13.1). This applies to both Childcare and Eldercare leaves (13.14). All leave applications, including Family Care Leave, require submission at least 2 working days in advance (1.5).",0.3333333333333333,0.7297174751758575,0.16007788479328156,0.0,Applications for Family Care Leave must be submitted via the eLeave System to the Reporting Officer for approval. The system requires at least 2 working days' notice for submission.,0.5,0.5612877830862999,0.17251381278038025,0.0
How many days of unpaid infant care leave is a staff eligible for if he has a child under the age of 2?,6," A staff is eligible for 6 days of unpaid infant care leave per year if they have a child under the age of 2 (14.1). This leave can be taken in addition to maternity leave or family care leave (14.3). Therefore, the total number of days off related to having a young child would depend on the specific circumstances of the staff member's employment and family situation.",0.6666666666666666,0.3574321836233139,0.3848365545272827,0.05945945945945946,"Based on the retrieved context, a staff is eligible for 6 days of unpaid infant care leave per year if they have a child under the age of 2.",1.0,0.779166579246521,0.3854037821292877,0.05
What can be taken flexibly or in a continuous block within 12 months from the date of birth of the child?,Adoption leave," Unconditional Childcare Leave can be taken flexibly or in a continuous block within 12 months from the date of birth for children between the ages of 14 days and 19 years old. The number of leave days is determined by the staff's completed months of service, with pro ration applied for less than 12 months of service. However, there is no pro ration in the year the child is born or turns 7.",0.3333333333333333,0.47574907541275024,0.07254724204540253,0.0,"Based on the context provided, it appears that staff members are entitled to take Unconditional Childcare Leave for their children within 12 months of the child's birth or turning 18 years old. The leave can be taken in a continuous block or flexibly, depending on the staff member's needs. Specifically, the context states that:

* The leave can be taken anytime in the year that the child turns 12 or 18 special needs.
* For staff members with less than 12 months of service in the calendar year, the number of Unconditional Childcare Leave days will be pro-rated based on the number of completed months of service. However, there will be no pro-ration in the year the child is born and in the year the child turns 7.

Therefore, staff members can take Unconditional Childcare Leave for their children within 12 months of the child's birth or turning 18 years old, either continuously or flexibly, depending on their needs.",0.5,0.4136624872684479,0.07273638993501663,0.0
How long has the staff worked at NTUC-ARU?,3 calendar months," The female staff is eligible for long-term illness leave if she has worked at NTUC ARU for a continuous duration of at least 12 months and fulfilled the other criteria mentioned. (Sentence 7.2)
The female staff in question joined NTUC ARU on September 1, 2009. (Worked Example)
Therefore, as of now, she has worked for more than the required 12 months at NTUC ARU.",0.0,0.5967434108257293,0.1207277923822403,0.0,"Based on the context provided, the staff has worked at NTUC ARU for a continuous duration of at least 90 calendar days before the birth of her child.",0.0,0.27494376227259637,0.11892393231391907,0.0
What type of leave can be used for the following activities?,Unrecorded, Annual leave is a type of leave that can be used for taking time off work for personal reasons or for rest and relaxation. It can be utilized when additional time away from work is needed.,0.0,0.5108433187007904,0.1251121163368225,0.0,"I don't know the answer to that question. According to the context provided, it is not specified what type of leave can be used for the activities mentioned. Therefore, I cannot provide a definitive answer.",0.0,0.5605246484279632,0.1253628432750702,0.0
What is the maximum number of working days per year for unrecorded leave?,14," Based on the provided context, there is no information given about the maximum number of working days per year for unrecorded leave under the Unconditional Childcare Leave policy or the annual leave entitlement. Therefore, I cannot provide an answer to that question with the given context.",0.0,0.5980570571763175,0.4523650109767914,0.29896907216494845,"Based on the context provided, the maximum number of working days per year for unrecorded leave is 6 days. This is stated in the passage as follows: ""The Unconditional Childcare Leave is 6 days per calendar year, regardless of the number of eligible children the staff has.""",0.5,0.7696226388216019,0.4514091908931732,0.27007299270072993
Who approves unrecorded leave?,Head of Department / Executive Secretary of Industrial Union," I'm an AI language model and don't have the ability to directly retrieve or access specific contexts. However, based on the provided context, here's a possible answer:

A confirmed staff member who has exhausted all their annual leave can apply for no pay leave, but approval is required before going on no pay leave. If a staff member works for another employer during their notice of resignation and uses their annual leave, NTUC ARU may withhold payment or claim a refund. For staff who did not complete probation and cease employment, the number of medical leave days they're entitled to is pro-rated based on completed service.

As for your question about who approves unrecorded leave, unfortunately, there's no information provided in the context regarding that matter.",0.4,0.40990425149599713,0.2207077145576477,0.0,"According to the context provided, applications for no pay leave must be approved before the staff goes on no pay leave. Therefore, it is likely that a supervisor or manager within the organization would need to approve any unrecorded leave.",0.5,0.5412280172109604,0.22009092569351196,0.0
What is NTUC-ARU committed to doing?,investing in staff capabilities," NTUC ARU is committed to investing in staff capabilities for current and future challenges (1.1). They are also dedicated to ensuring older and mature workers have opportunities to remain economically productive (LEARNING AND DEVELOPMENT 2.3). Specifically, they offer eligible retiring staff renewable yearly contracts till age 65 (Tenure of Re employment Contract 2.7).",0.3333333333333333,0.3422402703203261,0.07916450500488281,0.0,"Based on the context provided, NTUC ARU is committed to investing in staff capabilities for current and future challenges (Learning and Development, 1.1) and offering all eligible retiring staff a renewable year-by-year contract at least till age 65 (Tenure of Reemployment Contract, 2.7). Additionally, NTUC ARU is committed to providing opportunities for older and mature workers to remain economically productive and continue contributing effectively at the workplace through various initiatives (no specific mention of these initiatives in the provided context).",1.0,0.5679338425397873,0.0772639736533165,0.0
"What are Behaviors, Knowledge and Skills required for successful performance at work?",Competencies," Competencies are behaviors, knowledge, and skills necessary for successful performance at work. Our organization focuses on developing staff in core and functional competencies. Core competencies, such as Do Well, Do Good, Do Together, and Do More, are behavioral expectations for all staff. Functional competencies refer to the specific knowledge and skills required for each employee to excel in their role. (Sentence limit reached)",0.6,0.5897431522607803,0.28370869159698486,0.0,"Based on the context provided, the Behaviors, Knowledge, and Skills required for successful performance at work include:

1. Do Well: Demonstrate high levels of productivity, efficiency, and quality in work outputs.
2. Do Good: Contribute to the organization's goals and objectives, and act with integrity and ethical behavior.
3. Do Together: Collaborate effectively with colleagues and stakeholders to achieve shared goals.
4. Do More: Develop new skills and knowledge to stay current in the field and advance the organization's interests.
5. Functional competencies: The knowledge and skills specific to each department or role, such as technical skills, communication skills, and problem-solving abilities.
6. Personal Mastery: Develop self-awareness, emotional intelligence, and resilience to manage personal and professional challenges.

By focusing on these areas, staff can develop the necessary competencies to succeed in their work at the organization.",0.38461538461538464,0.48929383754730227,0.28476154804229736,0.0
What are the three areas that NTUC-ARU will develop to meet business and workforce needs?,"Developing HR Capabilities, Developing the Business, and Developing the Workforce"," Based on the provided context, NTUC ARU is committed to investing in staff capabilities and ensuring opportunities for older and mature workers. They consider various factors when offering reemployment, including job value, scope, experience, competence, performance, type of work arrangement, and salary range. Regarding learning priorities, NTUC-ARU is dedicated to developing three areas to meet business and workforce needs: however, the text does not specify what these areas are.",1.0,0.6228800892829895,0.1218906119465828,0.0,"Based on the context provided, NTUC-ARU will develop the following three areas to meet business and workforce needs:

1. Older and mature workers: NTUC-ARU is committed to providing opportunities for these workers to remain economically productive and continue contributing effectively at the workplace.
2. Learning priorities of each staff: NTUC-ARU is committed to developing the learning priorities of each staff to ensure that they have the necessary skills and competencies to meet business and workforce needs.
3. Job scope and responsibility: NTUC-ARU will consider the job scope and responsibility when implementing the offer of reemployment, ensuring that the staff are able to perform their duties effectively and efficiently.",0.5,0.5533785124619802,0.12381970137357712,0.0
What does NTUC-ARU provide for staff to encourage learning and development?,continuous learning opportunities," NTUC ARU invests in staff capabilities (1.1) and prioritizes learning for each employee (2.3). They offer sponsorship for relevant professional and development programmes for all confirmed staff (2.4), which are beneficial for their work within NTUC ARU.",0.5,0.7317674040794373,0.16022957861423492,0.0,"Based on the context provided, NTUC ARU offers various initiatives to support staff learning and development. These include investing in staff capabilities for current and future challenges, tailoring learning priorities to each staff member's needs, and providing sponsorship for relevant professional and development programs. Additionally, NTUC ARU aims to ensure that older and mature workers have opportunities to remain economically productive and continue contributing effectively at the workplace.",0.3333333333333333,0.7341958999633789,0.16102838516235352,0.0
Who is the NTUC-ARU Training and Development Unit?,The Human Resource Development Unit," The NTUC ARU Training and Development Unit is the department within NTUC ARU that is committed to investing in staff capabilities for current and future challenges, and prioritizes the learning needs of each staff member. (Sentences 1.1 and 2.3)

Therefore, the Training and Development Unit at NTUC ARU would be responsible for providing training and development opportunities for the staff member who joined on 1 Sep 2009. (Worked Example)",0.3333333333333333,0.7451315283775329,0.21368105709552765,0.0,"Based on the context provided, the NTUC-ARU Training and Development Unit appears to be a department within NTUC ARU that is committed to investing in staff capabilities for current and future challenges. They are also committed to prioritizing the learning needs of each staff member.",0.5,0.5502644270658493,0.2150280624628067,0.0
What must be submitted with the staff's application for Study Leave?,documentary proof," To apply for a Study Loan sponsorship with NTUC ARU as a confirmed employee, you should submit your application through the ""submit now"" button after reviewing the relevant job description on the Internal Career Opportunity website. No additional information is mentioned in the context that needs to be submitted along with the application for Study Leave.",0.0,0.4533896028995514,0.2530835270881653,0.0,"To apply for sponsorship of the interest on a Study Loan through NTUC ARU, the staff member must submit the following documents:

1. A completed application form
2. A copy of their job offer letter or internal career opportunity website confirmation
3. A copy of their study loan agreement or invoice

If you have any other questions or need further clarification, please let me know.",0.25,0.3304652065038681,0.2543870806694031,0.0
What is the period of study for Study Leave?,leave, The context does not provide information on the duration of Study Leave. It only mentions that confirmed staff can apply for a maximum of 3 working days per paper.,0.0,0.6250825226306915,0.24747322499752045,0.0,"According to the context provided, the period of study for Study Leave is 3 working days per paper.",0.0,0.518023394048214,0.24517492949962616,0.0
What is not a form of leave?,time-off," Based on the provided context, a leave of absence is an approved absence from work for a specific reason other than annual leave, if the absence exceeds five consecutive business days. A form of leave that is not mentioned in the context includes sick leave or personal days, as those are typically considered separate from a leave of absence.",1.0,0.4707440614700317,0.21752549707889557,0.0,"I don't know the answer to that question. According to the context provided, a leave of absence is defined as an approved absence from work for a specific reason other than annual leave, if the absence exceeds five consecutive business days. However, it does not provide information on what is not a form of leave. Therefore, I cannot provide a definitive answer to the question.",1.0,0.4625379055738449,0.2206484079360962,0.0
What is NTUC-ARU staff encouraged to give and take to ensure flexibility in work arrangements?,time-off-in-lieu," NTUC ARU encourages investing in staff capabilities (1.1) and prioritizes each staff's learning needs (2.3). Regarding work arrangements, staff can use their flexible benefits for specified purposes (3.1), while a fixed transport reimbursement is provided for official trips (5.1).",0.5,0.6928849518299103,0.2556227743625641,0.0,"Based on the retrieved context, NTUC-ARU staff are encouraged to give and take various forms of flexible benefits to ensure flexibility in work arrangements. These include using their flexible benefit for purposes specified by NTUC ARU, such as official trips out of the office (5.1). Additionally, NTUC ARU is committed to learning priorities of each staff, which suggests that staff are encouraged to develop their skills and knowledge to adapt to changing circumstances and challenges (2.3). Overall, NTUC-ARU promotes a culture of flexibility and continuous learning to support staff in meeting current and future challenges (1.1).",0.5,0.6450469702482223,0.2511555850505829,0.0
How is time-off-in-lieu given?,time," According to the provided context, either party can substitute the notice requirement for a personal leave by paying an equivalent salary in lieu of the notice period. This means that instead of giving notice before taking a personal leave, one can choose to pay the salary for the period not served instead. Therefore, time-off-in-lieu is given through the payment of an amount equal to the salary for the duration of the leave.",0.3333333333333333,0.3359730113297701,0.26594918966293335,0.0,"Thank you for providing the context. Based on the information provided, if an employee wishes to take time off for personal reasons, they may request an unpaid personal leave of absence. If either party prefers, they can substitute the notice requirement by paying a sum of money equal to the salary for the period not served. This is known as ""time-off-in-lieu.""",1.0,0.3008521243929863,0.2676239609718323,0.0
How many hours can a staff accumulate for time-off-in-lieu?,80 hours," The context provided does not mention any specific number of hours that a staff can accumulate for time-off-in-lieu. Therefore, I don't have an answer for that question.",0.0,0.776337376662663,0.13001491129398346,0.0,"Based on the provided context, a staff can accumulate up to 8.5 hours of time-off-in-lieu in a week, and any hours above that will result in an additional 2 days' basic rate of pay.",0.0,0.6750009298324585,0.13117903470993042,0.0
What is the maximum number of hours of time-off-in-lieu that can be taken per day?,8 hours," I'm sorry for any confusion, but the context provided does not mention the maximum number of hours of time-off-in-lieu that can be taken per day.",0.0,0.708556529134512,0.17490023374557495,0.0,"I don't know the answer to your question. According to the context provided, there is no information on the maximum number of hours of time-off-in-lieu that can be taken per day.",0.0,0.5997321844100952,0.176469624042511,0.0
